,Entry_No,Source,DNA_UNIQUE_ID,DNA_Designation,DNA_Accno_source,IRGC_Number,DNA_VARNAME_source,DNA_Othername_source,ORI_COUNTRY,Unnamed: 8,Genetic_Stock_Accno,Genetic_stock_Designation(varname),total seq count,passed qc seq count,depth,Variety Group (Tree)1,acc_date,acc_id_seed_donor_number,acc_id_seq_num,alkali_tolerance,altitude,apiculus_color,apiculus_color_post_harv,auricle_color,awn_color,awn_presence,bacterial_blight,basal_color,blade_color,blade_pub,blast,cold_tolerance,collar_color,collection_number,culm_angle,culm_diam,culm_length,culm_num,culm_strength,cultural_type,days_to_flower,days_to_head,days_to_mat,days_to_maturity,district,donor_country,drought_1,drought_2,drought_3,drought_4,drought_5,drought_6,drought_7,drought_8,drought_9,elogation,endosperm_color,endosperm_type,fao_in_trust,flag_leaf_angle,flat_leaf_angle,flood_tolerance,grain_len,grain_wid,internode_color,latitude,leaf_angle,leaf_length,leaf_senescence,leaf_texture,leaf_width,lemma_and_palea_color,lemma_and_palea_pub,lemma_color,lemma_color_at_anthesis,ligule_color,ligule_shape,lingule_pub,longitude,multilateral_system,node_color,panicle,panicle_axis,panicle_exerion,panicle_shattering,panicle_thesability,pedigree,previous_name,province,rice_blast,salt_tolerance,seat_coat_color,secondary_branching,seed_coat_color,seedling_height,sheath_blight,source_country,special_traits,species_name,spikelet_fertility,status,stigma_color,subpopulation,town,tungro_virus,varietal_group,variety_group_from_morph,variety_name,village,zinc_def_1
1840,552,IRRI,IRIS 313-10357,IR 52718-B-B-6-B-B-1-1::IRGC 117334-1-1,IRGC 117334,117334.0,IR 52718-B-B-6-B-B-1-1,,PHILIPPINES,Philippines,IRGC 126024,IR 52718-B-B-6-B-B-1-1::IRGC 117334-1,50500588.0,46272832.0,9.6,Indica,11/11/2006,IRTP 17974,1.0,X,,020,020,Yellowish green,010,060,,Green,Green,Pubescent,,X,Light green,,Erect (1),X,X,105,3,,060,,135,135,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,9,2,9,13,Intermediate(3),,7,,X,020,4,X,Very weak(all plants flat),Whitish,Tip round or truncate,Green,121,Yes,Green,7,000,X,1,2,,,,,X,X,4,,,,PHILIPPINES,,O. sativa,4,,X,A,,0,,,IR 52718-B-B-6-B-B-1-1,,X
1841,480,IRRI,IRIS 313-10355,IR 31142-14-1-1-3-1-1-2::IRGC 117378-1-1,IRGC 117378,117378.0,IR 31142-14-1-1-3-1-1-2,,PHILIPPINES,Philippines,IRGC 126023,IR 31142-14-1-1-3-1-1-2::IRGC 117378-1,46305960.0,46305960.0,9.6,Indica,11/11/2006,,,X,,020,020,Yellowish green,010,060,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),X,X,102,3,,054,,132,132,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,8,2,9,13,Intermediate(3),,7,,X,054,4,X,Very weak(all plants flat),Whitish,Tip round or truncate,Green,121,Yes,Green,7,061,X,1,3,,,,,X,X,4,,,,PHILIPPINES,,O. sativa,3,Breeding and inbred line,X,A,,0,,,IR 31142-14-1-1-3-1-1-2,,X
1842,460,IRRI,IRIS 313-8567,SINERBESA::IRGC 38711-1-1,IRGC 38711,38711.0,SINERBESA,,PHILIPPINES,Philippines,,,46569132.0,46569132.0,9.7,Indica,8/8/1977,,,X,,080,070,Purple,080,087,Susceptible,Purple lines,Green,Pubescent,,X,Purple,,Open (5),X,X,115,7,,054,,145,145,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,8,2,7,15,Horizontal(5),,7,,X,020,4,X,Weak(most plants nearly flat),Whitish,Tip round or truncate,Green,120,Yes,Green,9,080,X,1,1,,,Pangasinan,Susceptible,X,X,3,,,,PHILIPPINES,,O. sativa,3,Landrace/Traditional cultivar,X,A,Bugallon,0,,,SINERBESA,,X
1843,429,IRRI,IRIS 313-10238,PSBRC 88::IRGC 99717-1-1,IRGC 99717,99717.0,PSBRC88,,PHILIPPINES,Philippines,IRGC 125876,PSBRC 88::IRGC 99717-1,47765752.0,47765752.0,9.9,Indica,5/25/2001,,,X,,020,080,Light green,080,080,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),1,2,94,3,,X,,124,124,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,8,2,3,13,Intermediate(3),91-110 cm,3,,3,020,4,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Green,121,Yes,Green,1,000,0,1,9,,IR 52713-2B-8-2B-1-2,,,X,010,2,,Short (,,PHILIPPINES,,O. sativa,3,Released/Improved/advanced cultivar,2,A,,0,Indica,,PSBRC88,,X
1844,906,IRRI,IRIS 313-11441,NALA::IRGC 51247-1,IRGC 51247,51247.0,NALA,,PHILIPPINES,Philippines,IRGC 128399,NALA::IRGC 51247-1,47941664.0,47941664.0,9.9,Indica,5/23/1979,,,X,,020,X,Light green,010,020,Resistant,Green,Dark green,Pubescent,,X,Light green,,Erect (1),1,2,98,3,Upland,X,,128,128,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,9,3,1,11,Erect(1),91-110 cm,7,,2,052,4,2,Strong(no lodging),Whitish,2-Cleft,Green,124,Yes,,5,020,1,1,5,,,Leyte,Resistant,X,010,2,,Intermediate (30-59 cm),Moderately resistant,PHILIPPINES,,O. sativa,3,Landrace/Traditional cultivar,3,A,,0,Indica,,NALA,,X
1845,1005,IRRI,IRIS 313-11517,IR 4432-28-5::IRGC 55952-1,IRGC 55952,55952.0,IR 4432-28-5,,PHILIPPINES,Philippines,IRGC 127438,IR 4432-28-5::IRGC 55952-1,54030632.0,49908763.0,10.4,Indica,7/25/1980,,,X,,020,X,Light green,010,020,Resistant,Green,Green,Pubescent,,X,Light green,,Erect (1),4,1,102,1,,X,,132,132,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,10,3,1,13,Erect(1),71-90 cm,1,,3,020,2,2,Strong(no lodging),Whitish,2-Cleft,Green,121,Yes,,1,020,1,1,7,,,,Resistant,X,010,2,,Short (,,PHILIPPINES,,O. sativa,3,Breeding and inbred line,2,A,,0,Intermediate(hybrid),,IR 4432-28-5,,X
1846,446,IRRI,IRIS 313-10361,IR 63295-AC 209-7::IRGC 117365-1-1,IRGC 117365,117365.0,IR 63295-AC 209-7,,PHILIPPINES,Philippines,IRGC 127053,IR 63295-AC 209-7::IRGC 117365-1,52310164.0,52310164.0,10.9,Indica,11/11/2006,,,X,,020,020,Yellowish green,010,060,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),X,X,90,1,,053,,120,120,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,8,3,9,13,Intermediate(3),,7,,X,020,4,X,Very weak(all plants flat),Whitish,Tip round or truncate,Green,121,Yes,Green,7,000,X,1,2,,,,,X,X,3,,,,PHILIPPINES,,O. sativa,4,Breeding and inbred line,X,A,,0,,,IR 63295-AC 209-7,,X
1847,928,IRRI,IRIS 313-11465,DINORADO::IRGC 52893-1,IRGC 52893,52893.0,DINORADO,,PHILIPPINES,Philippines,IRGC 128280,DINORADO::IRGC 52893-1,54472252.0,54472252.0,11.3,Indica,5/11/1979,,,X,,020,X,Light green,010,020,Resistant,Green,Green,Glabrous,,X,Light green,,Erect (1),1,1,100,3,Upland,X,,130,130,,PHILIPPINES,X,X,X,X,X,X,3,8,5,X,White,Non-glutinous(non-waxy),Yes,1,5,X,8,3,5,13,Erect(1),111-130 cm,1,,2,042,1,2,Intermediate(most plants moderately lodged),Whitish,2-Cleft,Light gold,123,Yes,,1,000,0,1,7,,,Camarines Sur,Resistant,X,010,2,,Intermediate (30-59 cm),,PHILIPPINES,,O. sativa,3,Landrace/Traditional cultivar,3,A,,0,Indica,,DINORADO,,X
1848,979,IRRI,IRIS 313-11532,MARIA GAKIT::IRGC 57070-1,IRGC 57070,57070.0,MARIA GAKIT,,PHILIPPINES,Philippines,,MARIA GAKIT::IRGC 57070-1,56256208.0,56256208.0,11.7,Indica,2/19/1981,,,X,,020,X,Light green,010,070,Susceptible,Green,Green,Pubescent,,X,Green,,Open (5),3,1,100,7,Upland,X,,130,130,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,4,9,8,3,5,7,Intermediate(3),131-150 cm,3,,2,020,4,3,Intermediate(most plants moderately lodged),Whitish,2-Cleft,Light gold,125,Yes,,1,000,0,1,8,,,Bukidnon,Susceptible,X,070,2,,Intermediate (30-59 cm),,PHILIPPINES,,O. sativa,3,Landrace/Traditional cultivar,4,A,,0,Javanica,,MARIA GAKIT,,X
1849,325,IRRI,IRIS 313-9505,KORASISI::IRGC 5285-1-1,IRGC 5285,5285.0,KORASISI,,PHILIPPINES,Philippines,IRGC 125809,KORASISI::IRGC 5285-1,56536864.0,56536864.0,11.7,Indica,4/7/1962,,,X,,X,X,Purple,080,080,,Green,Green,Pubescent,Resistant,X,Purple,,Erect (1),1,2,121,5,,X,,151,151,,PHILIPPINES,7,3,X,6,7,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,9,X,8,3,1,13,,131-150 cm,9,,2,042,X,2,Strong(no lodging),Whitish,,Green,121,Yes,,1,020,5,X,5,,,,,X,010,X,Resistant,Short (,Moderately susceptible,PHILIPPINES,,O. sativa,3,Landrace/Traditional cultivar,4,A,,66,Indica,,KORASISI,,X
1850,412,IRRI,IRIS 313-10167,IR 13429-109-2-2-1::IRGC 63491-1-1,IRGC 63491,63491.0,IR 56,,PHILIPPINES,Philippines,IRGC 125773,IR 13429-109-2-2-1::IRGC 63491-1,56645090.0,56645090.0,11.8,Indica,1/6/1984,,,X,,020,X,Light green,010,020,,Green,Green,Pubescent,,X,Light green,,Erect (1),4,1,84,1,Irrigated,X,,114,114,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,3,X,9,2,1,13,Erect(1),71-90 cm,3,,2,020,4,2,Strong(no lodging),Whitish,2-Cleft,Green,121,Yes,,5,020,1,1,5,,IR 13429-109-2-2-1,,,X,010,2,,Short (,,PHILIPPINES,,O. sativa,3,Released/Improved/advanced cultivar,3,A,,0,Intermediate(hybrid),,IR 56,,X
1851,931,IRRI,IRIS 313-11471,CULALANSI::IRGC 53109-1,IRGC 53109,53109.0,CULALANSI,,PHILIPPINES,Philippines,,CULALANSI::IRGC 53109-1,56807758.0,56807758.0,11.8,Indica,12/19/1978,,,X,,020,X,Light green,010,070,,Green,Green,Pubescent,,X,Light green,,Open (5),1,2,108,5,,X,,138,138,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,2,3,X,8,2,3,16,Horizontal(5),111-130 cm,5,,2,020,2,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Light gold,120,Yes,,5,000,0,1,3,,,Ilocos Sur,,X,010,2,,Intermediate (30-59 cm),,PHILIPPINES,,O. sativa,5,Landrace/Traditional cultivar,4,A,Suyo,0,Indica,,CULALANSI,,X
1852,447,IRRI,IRIS 313-10366,IR 65483-111-5-9-2-11::IRGC 117286-1-1,IRGC 117286,117286.0,IR 65483-111-5-9-2-11,,PHILIPPINES,Philippines,IRGC 125976,IR 65483-111-5-9-2-11::IRGC 117286-1,57709410.0,57709410.0,12.0,Indica,11/11/2006,,,X,,020,020,Yellowish green,010,060,,Green,Dark green,Pubescent,,X,Light green,,Intermediate (3),X,X,76,5,,060,,106,106,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,3,X,9,2,9,13,Horizontal(5),,7,,X,020,4,X,Very weak(all plants flat),Whitish,Tip round or truncate,Green,121,Yes,Green,9,011,X,1,2,,,,,X,X,3,,,,PHILIPPINES,,O. sativa,3,Breeding and inbred line,X,A,,0,,,IR 65483-111-5-9-2-11,,X
1853,482,IRRI,IRIS 313-10371,IR 67518-B-11-1-B::IRGC 117380-1-1,IRGC 117380,117380.0,IR 67518-B-11-1-B,,PHILIPPINES,Philippines,IRGC 126026,IR 67518-B-11-1-B::IRGC 117380-1,59877550.0,59877550.0,12.4,Indica,11/11/2006,,,X,,020,020,Yellowish green,010,060,,Green,Green,Pubescent,,X,Light green,,Erect (1),X,X,105,3,,062,,135,135,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,8,2,9,13,Horizontal(5),,7,,X,020,4,X,Very weak(all plants flat),Whitish,Tip round or truncate,Green,121,Yes,Green,9,000,X,1,2,,,,,X,X,4,,,,PHILIPPINES,,O. sativa,3,Breeding and inbred line,X,A,,0,,,IR 67518-B-11-1-B,,X
1854,968,IRRI,IRIS 313-11511,WAGASAN (RED)::IRGC 55404-1,IRGC 55404,55404.0,WAGASAN(RED),,PHILIPPINES,Philippines,IRGC 127890,WAGASAN (RED)::IRGC 55404-1,60798282.0,60798282.0,12.6,Indica,2/28/1980,,,X,,080,X,Light green,080,087,Resistant,Green,Green,Pubescent,,X,Light green,,Open (5),1,2,100,7,Upland,X,,130,130,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,7,X,9,3,1,17,Intermediate(3),91-110 cm,1,,2,090,3,2,Strong(no lodging),Whitish,2-Cleft,Purple,121,Yes,,5,000,0,1,7,,,Mountain Province,Resistant,X,070,2,,Intermediate (30-59 cm),,PHILIPPINES,,O. sativa,5,Landrace/Traditional cultivar,3,A,,0,Indica,,WAGASAN(RED),,X
1855,124,IRRI,IRIS 313-9044,IR 2071-586-5-6-3::IRGC 39291-1-1,IRGC 39291,39291.0,IR 42,,PHILIPPINES,Philippines,IRGC 125971,IR 2071-586-5-6-3::IRGC 39291-1,65696250.0,65696250.0,13.6,Indica,5/4/1977,,,X,,020,X,Light green,010,020,Resistant,Green,Green,Pubescent,,X,Light green,,Erect (1),4,1,101,3,Irrigated,X,,131,131,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,8,2,1,13,Erect(1),51-70 cm,1,,2,020,2,2,Strong(no lodging),Whitish,2-Cleft,Green,121,Yes,,7,000,0,3,5,,IR 2071-586-5-6-3,,Resistant,7,010,2,,Intermediate (30-59 cm),,PHILIPPINES,,O. sativa,1,Released/Improved/advanced cultivar,3,A,,0,Intermediate(hybrid),,IR 42,,X
1856,983,IRRI,IRIS 313-11537,J 6 IR 438 (WC 694)::IRGC 57599-1,IRGC 57599,57599.0,J 6 IR438(WC694),,PHILIPPINES,Philippines,IRGC 127446,J 6 IR 438 (WC 694)::IRGC 57599-1,66879124.0,66879124.0,13.9,Indica,7/13/1981,,,X,,020,X,Light green,010,020,Susceptible,Green,Green,Pubescent,,X,Light green,,Erect (1),1,2,84,5,,X,,114,114,,UNITED STATES,X,X,X,X,X,X,X,X,X,X,White,Glutinous(waxy),Yes,1,5,9,8,3,1,13,Erect(2),111-130 cm,3,,2,020,2,2,Strong(no lodging),Whitish,2-Cleft,Light gold,121,Yes,,1,000,0,1,5,,,,Susceptible,X,010,2,,Intermediate (30-59 cm),Moderately susceptible,PHILIPPINES,,O. sativa,3,Released/Improved/advanced cultivar,3,A,,0,Indica,,J 6 IR438(WC694),,X
1857,426,IRRI,IRIS 313-10234,PSBRC 50::IRGC 99706-1-1,IRGC 99706,99706.0,PSBRC50,,PHILIPPINES,Philippines,IRGC 125873,PSBRC 50::IRGC 99706-1,67280966.0,67280966.0,14.0,Indica,5/25/2001,,,X,,020,080,Light green,080,080,,Green,Purple tips,Pubescent,,X,Light green,,Intermediate (3),1,2,92,1,,X,,122,122,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,3,X,8,2,3,13,Intermediate(3),71-90 cm,5,,3,020,4,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Green,121,Yes,Green,1,000,0,1,9,,IR 51500-AC 11-1,,,X,010,2,,Short (,,PHILIPPINES,,O. sativa,3,Released/Improved/advanced cultivar,2,A,,0,Indica,,PSBRC50,,X
1858,204,IRRI,IRIS 313-8616,IR 5494 (BPH 1)::IRGC 24484-1-1,IRGC 24484,24484.0,IR 5494 (BPH 1),,PHILIPPINES,Philippines,,IR 5494 (BPH 1)::IRGC 24484-1,67992270.0,67992270.0,14.1,Indica,6/11/1974,,,X,,020,X,Light green,010,010,Resistant,Green,Dark green,Pubescent,Susceptible,X,Green,,Erect (1),4,1,89,1,,X,,119,119,,PHILIPPINES,9,1,X,3,5,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,X,5,X,8,2,1,13,,71-90 cm,1,,3,020,X,2,Strong(no lodging),Whitish,,Green,121,Yes,,1,000,0,X,1,MUDGO/TN1*2//IR22*7-222,,,Resistant,X,010,X,Susceptible,Intermediate (30-59 cm),,PHILIPPINES,,O. sativa,3,Breeding and inbred line,3,A,,0,Intermediate(hybrid),,IR 5494 (BPH 1),,X
1859,944,IRRI,IRIS 313-11485,RAMINAD (GERMAN)::IRGC 53058-1,IRGC 53058,53058.0,RAMINAD(GERMAN),,PHILIPPINES,Philippines,,,68045776.0,68045776.0,14.1,Indica,5/11/1979,,,X,,020,080,Purple,080,080,Resistant,Purple lines,Green,Pubescent,,X,Purple,,Intermediate (3),X,X,167,3,Rainfed-lowland,062,,197,197,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,8,2,7,16,Horizontal(5),,7,,X,042,4,X,Weak(most plants nearly flat),Whitish,Tip round or truncate,Green,121,Yes,Green,5,080,X,1,1,,,Nueva Vizcaya,Resistant,X,X,3,,,,PHILIPPINES,,O. sativa,3,Landrace/Traditional cultivar,X,A,,0,,,RAMINAD(GERMAN),,X
1861,896,IRRI,IRIS 313-11431,C 166-135::IRGC 50633-1,IRGC 50633,50633.0,C 166-135,,PHILIPPINES,Philippines,IRGC 127244,C 166-135::IRGC 50633-1,70323934.0,70323934.0,14.6,Indica,4/30/1979,,,X,,020,X,Light green,080,080,,Purple lines,Dark green,Pubescent,Moderately resistant,X,Light green,,Erect (1),1,1,94,5,,X,,124,124,,PHILIPPINES,X,X,X,X,X,X,4,6,4,X,White,Non-glutinous(non-waxy),Yes,1,5,X,9,2,1,13,Erect(1),71-90 cm,1,,2,020,4,2,Strong(no lodging),Whitish,2-Cleft,Green,121,Yes,,3,000,0,1,9,INTAN/B5580-A1-15,,,,X,010,2,Moderately resistant,Intermediate (30-59 cm),Moderately susceptible,PHILIPPINES,,O. sativa,3,Released/Improved/advanced cultivar,2,A,,0,Indica,,C 166-135,,X
1862,450,IRRI,IRIS 313-10394,IR 80310-12-B-1-3-B::IRGC 117307-1-1,IRGC 117307,117307.0,IR 80310-12-B-1-3-B,,PHILIPPINES,Philippines,IRGC 125986,IR 80310-12-B-1-3-B::IRGC 117307-1,74996636.0,74996636.0,15.6,Indica,11/11/2006,,,X,,020,080,Yellowish green,080,080,,Purple lines,Green,Pubescent,,X,Light green,,Intermediate (3),X,X,94,7,,060,,124,124,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,8,2,9,13,Intermediate(3),,7,,X,020,4,X,Very weak(all plants flat),Purple lines,Tip round or truncate,Green,121,Yes,Green,9,080,X,1,2,,,,,X,X,4,,,,PHILIPPINES,,O. sativa,4,Breeding and inbred line,X,A,,0,,,IR 80310-12-B-1-3-B,,X
1863,428,IRRI,IRIS 313-10237,PSBRC 86::IRGC 99716-1-1,IRGC 99716,99716.0,PSBRC86,,PHILIPPINES,Philippines,,,80373908.0,80373908.0,16.7,Indica,5/25/2001,,,X,,020,020,Light green,010,020,,Green,Green,Pubescent,,X,Light green,,Erect (1),4,2,94,1,,X,,124,124,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,8,2,1,13,Erect(1),71-90 cm,3,,2,020,4,2,Strong(no lodging),Whitish,2-Cleft,Green,121,Yes,Green,1,000,0,1,9,,IR 65195-3B-8-2-3,,,X,010,2,,Short (,,PHILIPPINES,,O. sativa,3,Released/Improved/advanced cultivar,3,A,,0,Intermediate(hybrid),,PSBRC86,,X
1864,553,IRRI,IRIS 313-10392,IR 77390-1-6-4-19-1-B::IRGC 117303-1-1,IRGC 117303,117303.0,IR 77390-1-6-4-19-1-B,,PHILIPPINES,Philippines,IRGC 127075,IR 77390-1-6-4-19-1-B::IRGC 117303-1,81647726.0,81647726.0,16.9,Indica,11/11/2006,,,X,,020,020,Yellowish green,010,060,,Green,Dark green,Pubescent,,X,Light green,,Erect (1),X,X,114,1,,060,,144,144,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,3,X,9,2,9,13,Intermediate(3),,7,,X,020,4,X,Very weak(all plants flat),Whitish,Tip round or truncate,Green,121,Yes,Green,5,000,X,1,3,,,,,X,X,3,,,,PHILIPPINES,,O. sativa,4,Breeding and inbred line,X,A,,0,,,IR 77390-1-6-4-19-1-B,,X
1866,998,IRRI,IRIS 313-11516,IR 3839-1::IRGC 55946-1,IRGC 55946,55946.0,IR 3839-1,,PHILIPPINES,Philippines,IRGC 127437,IR 3839-1::IRGC 55946-1,108641232.0,100147711.0,20.8,Indica,7/25/1980,,,X,,020,X,Light green,010,020,Resistant,Green,Green,Pubescent,Susceptible,X,Light green,,Erect (1),4,1,90,1,,X,,120,120,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,9,3,1,13,Erect(1),71-90 cm,1,,2,020,2,2,Strong(no lodging),Whitish,2-Cleft,Green,121,Yes,,3,000,0,1,5,,,,Resistant,X,010,2,Susceptible,Short (,,PHILIPPINES,,O. sativa,3,Breeding and inbred line,2,A,,0,Intermediate(hybrid),,IR 3839-1,,X
1867,246,IRRI,IRIS 313-8948,BUCAYAB::IRGC 44357-1-1,IRGC 44357,44357.0,BUCAYAB,,PHILIPPINES,Philippines,IRGC 126974,BUCAYAB::IRGC 44357-1,147165890.0,116439211.0,24.2,Indica,1/17/1978,,,X,,020,X,Light green,010,020,Susceptible,Green,Green,Pubescent,,X,Light green,,Intermediate (3),1,2,124,5,,X,,154,154,,PHILIPPINES,7,X,X,3,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,8,2,3,16,Horizontal(6),131-150 cm,5,,2,020,4,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Light gold,120,Yes,,1,020,9,1,2,,,La Union,Susceptible,4,010,2,,Intermediate (30-59 cm),,PHILIPPINES,,O. sativa,3,Landrace/Traditional cultivar,4,A,San Gabriel,0,Indica,,BUCAYAB,,X
1868,427,IRRI,IRIS 313-10235,PSBRC 68::IRGC 99711-1-1,IRGC 99711,99711.0,PSBRC68,,PHILIPPINES,Philippines,IRGC 125874,PSBRC 68::IRGC 99711-1,122836416.0,122836416.0,25.5,Indica,5/25/2001,,,X,,020,020,Light green,010,020,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),4,2,104,1,Rainfed-lowland,X,,134,134,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,10,2,3,13,Intermediate(3),91-110 cm,3,,3,020,4,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Green,121,Yes,Green,1,000,0,1,9,,IR 57515-PMI-8-1-1-SRN,,,X,010,2,,Intermediate (30-59 cm),,PHILIPPINES,,O. sativa,5,Released/Improved/advanced cultivar,3,A,,0,Intermediate(hybrid),,PSBRC68,,X
1869,1097,IRRI,IRIS 313-11673,BURI BURING::IRGC 64174-1,IRGC 64174,64174.0,BURI-BURING,,PHILIPPINES,Philippines,IRGC 128248,BURI BURING::IRGC 64174-1,165847670.0,158460314.0,32.9,Indica,6/30/1983,,,X,,080,X,Light green,080,080,,Green,Green,Glabrous,,X,Light green,,Erect (2),1,1,98,5,Upland,X,,128,128,,PHILIPPINES,X,X,X,X,X,X,7,9,9,X,White,Non-glutinous(non-waxy),Yes,1,5,X,7,2,3,9,Intermediate(3),91-110 cm,1,,2,090,1,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Green,118,Yes,,1,000,0,1,7,,,Palawan,,X,010,2,,Intermediate (30-59 cm),,PHILIPPINES,,O. sativa,3,Landrace/Traditional cultivar,3,A,Aborlan,0,Indica,,BURI-BURING,Aporawan,X
1870,1492,IRRI,IRIS 313-12081,1146::IRGC 83068-1,IRGC 83068,83068.0,,,PHILIPPINES,Philippines,IRGC 128208,1146::IRGC 83068-1,,,,Indica,8/15/1994,,,X,,020,020,Light green,010,020,,Green,Green,Pubescent,,X,Light green,1146,Intermediate (3),1,2,122,3,,X,,152,152,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,6,2,1,13,Horizontal(5),,3,,X,020,4,X,Strong(no lodging),Whitish,2-Cleft,Green,121,Yes,Green,3,000,0,3,5,,,,,X,010,2,,,,PHILIPPINES,,O. sativa,1,,X,A,,0,Indica,,,,X
1871,1446,IRRI,IRIS 313-12067,531::IRGC 82643-1,IRGC 82643,82643.0,,,PHILIPPINES,Philippines,IRGC 127100,531::IRGC 82643-1,,,,Indica,9/18/1992,,,X,,020,020,Light green,010,020,,Green,Green,Pubescent,,X,Light green,531,Intermediate (3),4,2,86,1,,X,,116,116,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,5,X,8,2,1,13,Horizontal(5),71-90 cm,5,,3,020,4,2,Strong(no lodging),Whitish,2-Cleft,Green,121,Yes,Green,3,000,0,1,9,,,,,X,010,2,,Intermediate (30-59 cm),,PHILIPPINES,,O. sativa,3,Landrace/Traditional cultivar,3,A,,0,Intermediate(hybrid),,,,X
1872,2371,IRRI,IRIS 313-11330,ALAMINOS::IRGC 44268-1,IRGC 44268,44268.0,ALAMINOS,,PHILIPPINES,Philippines,,ALAMINOS::IRGC 44268-2,,,,Indica,1/17/1978,,,X,,020,X,Light green,010,020,Susceptible,Green,Green,Pubescent,,X,Light green,,Erect (2),1,1,124,5,,X,,154,154,,PHILIPPINES,5,X,X,6,X,X,X,X,X,X,White,Non-glutinous(non-waxy),Yes,1,8,X,10,3,3,17,Horizontal(6),111-130 cm,5,,2,020,2,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Light gold,120,Yes,,1,020,9,1,2,,,Ilocos Norte,Susceptible,6,010,2,,Tall (>59 cm),,PHILIPPINES,,O. sativa,3,Landrace/Traditional cultivar,4,A,Nueva Era,0,Indica,,ALAMINOS,,X
1873,2418,IRRI,IRIS 313-11377,AMARILLO::IRGC 47120-1,IRGC 47120,47120.0,AMARILLO,,PHILIPPINES,Philippines,IRGC 127119,AMARILLO::IRGC 47120-1,,,,Indica,12/19/1978,,,X,,020,020,Yellowish green,010,060,Susceptible,Green,Green,Pubescent,Resistant,X,Light green,,Open (5),X,X,101,7,,062,,131,131,,PHILIPPINES,X,X,X,X,X,X,X,X,X,X,,,Yes,1,3,X,7,3,7,17,Horizontal(5),,7,,X,020,4,X,Weak(most plants nearly flat),Whitish,Tip round or truncate,Light gold,120,Yes,Green,9,000,X,1,3,,,Aklan,Susceptible,X,X,4,Resistant,,Moderately susceptible,PHILIPPINES,,O. sativa,4,Landrace/Traditional cultivar,X,A,Banga,0,,,AMARILLO,Bacan,X
